,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
281,1FpVuTMxkRTxUmS5HsIuY8,Halu (8-Bit Computer Game Cover Version of Feby Putri),"Bitpop Hits, Vol. 8",Chiptune Punks,2020-07-17,254780,0,0.29,0.234,0.238,0.0915,0.53,-9.417,0.0433,173.9,3
282,0wlZGWWK9M6KRHky1IfBYZ,Putri Iklan,P.U.S.P.A.,ST12,2008-06-28,240200,63,0.602,0.295,0.867,0.0,0.111,-5.436,0.0403,118.951,4
283,5r3gNBql2dECEjMuA0BjRU,Pintu Waktu - live unplugged,Intimasi,Febry Rufi,2022-12-12,297399,0,0.375,0.763,0.325,0.0,0.173,-9.152,0.0301,82.266,4
284,2jTLuiJOaaSMJlQc0r3PMl,Putri Iklan,Putri Iklan,Afif Sola,2022-11-04,190218,19,0.757,0.607,0.343,2.96e-05,0.156,-9.852,0.0351,123.948,4
285,3hPX1ZWW8ZS4X3e3QMTmnp,Savana,Savana,Febry Rufi,2017-01-06,205487,40,0.748,0.827,0.444,0.00563,0.208,-8.632,0.0441,139.981,4
286,64Ycm9oc1YWUJhjHZVfVXl,Arah,Kelana,Febry Rufi,2018-03-15,61977,40,0.475,0.939,0.222,0.801,0.0984,-11.62,0.0356,80.041,4
287,0ArBCu08iRfnWEednJtJwI,Teruntuk - live unplugged,Intimasi,Febry Rufi,2022-12-12,285750,1,0.489,0.639,0.486,0.0,0.114,-6.288,0.0287,161.187,4
288,0Mrgx6WHIyzoxJ586b1xJV,Birunya Rinduku,Birunya Rinduku,Feby Pratiwi,2020-10-06,269000,0,0.6,0.381,0.938,0.359,0.437,-5.155,0.032,154.008,4
289,5zDwma6LXhe847DesRKqmJ,Dialog Hujan - live unplugged,Intimasi,Febry Rufi,2022-12-12,316854,1,0.438,0.768,0.298,0.0,0.113,-7.84,0.0368,82.6,3
290,5br4YyXUmdCghseOWStk5N,Dia Mengerti,"Thanksgiving, Vol. 1 (Special Edition)",Various Artists,2014-11-25,298306,43,0.482,0.499,0.411,6.19e-06,0.128,-6.778,0.0265,139.506,4
291,0yTh2aZMWmNbkVqxRGz8FU,Lilakno Aku,Lilakno Aku,Putri Kristya,2023-02-18,271809,18,0.485,0.581,0.584,0.000431,0.0429,-8.628,0.0461,127.438,4
292,2khhWSwr4XFvpq8Uiy74xj,Tanpo Aku,Tanpo Aku,Putri Kristya,2022-09-10,261359,14,0.523,0.464,0.542,0.0,0.441,-8.07,0.0329,129.422,4
293,7epRdWkt0hSeQd6AmZDqkY,Cuek,Cuek,Rizky Febian,2020-08-07,241919,58,0.512,0.434,0.689,0.00561,0.447,-8.265,0.0564,84.992,4
294,3rh3piLgcZhu5x9L3zNtra,Putri,Putri,Dewi Yull,2000-01-01,212606,8,0.441,0.749,0.541,3.14e-06,0.0747,-4.529,0.0251,172.041,4
295,0U80FYxzFEeLfWk0GlWeeg,KasihMu Tidak Bertepi,"Thanksgiving, Vol. 1 (Special Edition)",Various Artists,2014-11-25,255573,38,0.583,0.441,0.502,0.00203,0.0874,-8.445,0.0241,85.988,4
296,4lgB2joEb9in3WJUVnlS7F,BUTTERFLIES,BUTTERFLIES,putri dahlia,2022-07-01,150115,37,0.662,0.584,0.409,0.00112,0.109,-10.499,0.0347,96.066,4
297,3dpIbmZcgx0b2Le8pZsd0Q,Antara Kau Dia dan Aku,Antara Kau Dia dan Aku,Putri Kristya,2022-11-02,278269,19,0.444,0.213,0.796,1.24e-05,0.167,-6.207,0.0355,181.07,4
298,102ZEZioFCHpDq9psmm9NH,Kata Orang Jatuh Cinta Itu Buta,Kata Orang Jatuh Cinta Itu Buta,Febri Yoga,2023-05-19,214000,6,0.643,0.276,0.714,0.035,0.0759,-8.334,0.0246,109.952,4
299,6R8Rv5OenaYJD20IdAcrKX,Dinggo Bukti - Live,Dinggo Bukti (Live),Putri Kristya,2022-10-17,399203,12,0.475,0.363,0.568,0.000423,0.241,-8.133,0.0297,133.605,4
300,51NAz1GAp82XJ4bXGZa2qR,By My Side ft. Tiara Andini,By My Side,Zack Tabudlo,2022-10-28,234352,63,0.598,0.473,0.427,0.000366,0.103,-8.037,0.064,170.078,4
301,3nHxZEe1dT7zs73DG6pNll,Usai,Usai,Tiara Andini,2022-11-25,217200,82,0.461,0.863,0.36,2.51e-05,0.0914,-8.99,0.0269,109.236,4
302,1AoBdDIOp6RFjAbzcPbWi8,Janji Setia,Tiara Andini,Tiara Andini,2021-12-17,261000,76,0.474,0.706,0.411,5.85e-05,0.285,-7.946,0.0278,127.992,4
303,3Ysf0Y3iu23mrDsVh1mdu0,Merasa Indah,Tiara Andini,Tiara Andini,2021-12-17,220250,77,0.386,0.766,0.416,1.07e-05,0.119,-10.543,0.0306,122.536,4
304,3Z0K4sFU1fOiBOe7Nf3kix,Menjadi Dia,Tiara Andini,Tiara Andini,2021-12-17,229500,74,0.472,0.611,0.283,1.34e-06,0.126,-11.348,0.0307,144.147,4
305,53fKDMfQhWMSw7QKVDOTBP,Cintanya Aku,Cintanya Aku,Tiara Andini,2021-01-22,234125,77,0.516,0.722,0.338,1.22e-05,0.105,-8.81,0.0294,118.422,4
306,2Q44ftk6lRes25tvoXlAqp,Gemintang Hatiku,Tiara Andini,Tiara Andini,2021-12-17,235979,63,0.72,0.254,0.775,0.0,0.0535,-4.167,0.0361,120.028,4
307,3wC2GeJd3Ar4Wi1u5G7FUR,Gemintang Hatiku,Gemintang Hatiku,Tiara Andini,2020-02-28,235979,64,0.719,0.25,0.77,0.0,0.0535,-4.167,0.036,120.024,4
308,5eEiZIdpEABlGLuNmZr7KS,Maafkan Aku #terlanjurmencinta,Tiara Andini,Tiara Andini,2021-12-17,224000,66,0.486,0.727,0.425,0.0,0.222,-8.445,0.0371,137.309,4
309,2UgRvFR5SJCglYBfiFYQ3W,Hurricane,Hurricane,Tiara,2020-10-30,293111,26,0.853,0.153,0.452,0.00019,0.13,-8.4,0.048,121.988,4
310,0ZoBl7pWhdjnj4eIe9I11o,Maafkan Aku #terlanjurmencinta,Maafkan Aku #terlanjurmencinta,Tiara Andini,2020-06-26,224000,61,0.485,0.73,0.423,0.0,0.246,-8.385,0.0373,137.353,4
311,4uI9FVt0YOFJjpfmznfA40,Buktikan,Tiara Andini,Tiara Andini,2021-12-17,239000,55,0.385,0.783,0.541,0.0,0.0944,-7.221,0.0569,76.2,4
312,7Df6aulkKFTjt1s84joBQW,Bahaya,ArTi Untuk Cinta,Arsy Widianto,2021-03-12,260000,66,0.635,0.861,0.388,0.000327,0.111,-8.647,0.0285,126.062,4
313,29lBFGkfr7EoJlb3lxi9Ij,Menyesal,Menyesal,Various Artists,2023-03-03,203454,81,0.355,0.92,0.222,4.24e-06,0.105,-11.572,0.0335,106.019,4
314,45FQZlkNDDHg4pzyjiLQkc,Bahaya,Bahaya,Tiara Andini,2021-03-05,260000,60,0.635,0.861,0.388,0.000327,0.111,-8.647,0.0285,126.062,4
315,2Br3KpvIH0QtZh6TeNBRso,365,Tiara Andini,Tiara Andini,2021-12-17,199638,60,0.362,0.882,0.284,0.0,0.0961,-9.837,0.0327,79.109,4
316,6V2BeIgHzwl9yanf0rH1dJ,Indonesia Jaya,Indonesia Jaya,Lyodra,2020-11-10,228857,63,0.42,0.745,0.429,9.13e-05,0.0696,-9.64,0.0362,140.028,4
317,0XIbeoWZZr0fjOZflcX2ql,Tiara,Tiara,Raffa Affar,2022-05-04,242779,53,0.611,0.568,0.439,3.6e-06,0.0987,-7.791,0.0248,104.975,4
318,0KdabnQtfZVBGqXX3eMEz3,Hadapi Berdua,Tiara Andini,Tiara Andini,2021-12-17,235825,50,0.686,0.614,0.648,0.0,0.0723,-7.06,0.0506,105.009,4
319,7oQ8mjsH1zsCccESgL68sr,Tiara,Bila Nanti,Remix Orgen Lampung,2022-09-17,326000,17,0.721,0.0153,0.879,0.529,0.11,-8.965,0.0361,107.513,4
320,0PhZCGSXXv4kuTmhbLuIcc,Diam - Diam,Diam - Diam,Arsy Widianto,2021-02-05,227509,54,0.522,0.736,0.347,0.0,0.207,-8.69,0.0259,106.065,4
321,2Acg97WXEFE2mvhKwpLoS1,Memilih Aku,Memilih Aku,Arsy Widianto,2021-09-10,223825,54,0.589,0.794,0.453,0.00904,0.111,-9.605,0.0314,139.96,4
322,7JZof89ypHY0VybfJHAzOY,Buktikan,Buktikan,Tiara Andini,2021-10-01,239000,50,0.385,0.783,0.541,0.0,0.0944,-7.221,0.0569,76.2,4
323,3RiVNMuxXZtb3s6hTIVjUf,Tiara,Tiara,Rena Movies,2022-08-11,429576,11,0.314,0.563,0.63,3.98e-06,0.433,-7.959,0.0401,172.37,4
324,4CsWt2RwLLg0BqtUewFiSO,Cintanya Aku,ArTi Untuk Cinta,Arsy Widianto,2021-03-12,234125,50,0.516,0.722,0.338,1.22e-05,0.105,-8.81,0.0294,118.422,4
325,1rxcQZWCjRtLucGDKOCclK,Hadapi Berdua,Hadapi Berdua,Tiara Andini,2021-05-28,235825,52,0.686,0.614,0.648,0.0,0.0723,-7.06,0.0506,105.009,4
326,7j01rdHvXniCA8f1x0NTUG,365,365,Tiara Andini,2020-08-21,199638,48,0.362,0.882,0.284,0.0,0.0961,-9.837,0.0327,79.109,4
327,7yM5QYY3p5o8zZVMRjn38Q,Tiara,Tiara,Kris,1991-01-01,290906,49,0.611,0.417,0.524,0.00603,0.132,-7.624,0.0263,114.496,4
328,1aL4n7uBjsSC1FaT8zfnta,Diam - Diam,ArTi Untuk Cinta,Arsy Widianto,2021-03-12,227509,39,0.522,0.736,0.347,0.0,0.207,-8.69,0.0259,106.065,4
329,4BJ5AeaGXObsVx9gMMfL00,Bahaya (Korean Version),ArTi Untuk Cinta,Arsy Widianto,2021-03-12,260000,38,0.601,0.842,0.379,1.13e-05,0.137,-8.273,0.0286,125.916,4
330,1hLHHNv2UDR9LHnrR2JFwB,Tiara,Tiara,Difarina Indra Adella,2022-06-27,449172,52,0.454,0.606,0.671,2.95e-05,0.375,-5.8,0.0287,119.817,4
331,4X7IYCqR576rQi9D1pVUxQ,Glorious - The Official Song of FIFA U-20 World Cup Argentina 2023™,Glorious (The Official Song of FIFA U-20 World Cup Argentina 2023™),Various Artists,2023-05-12,203300,63,0.531,0.00799,0.948,0.0,0.329,-4.695,0.0546,134.995,4
332,0TIEwtBwvcxqBuyOt7kEdP,Tiara - Variasi Sikok Bagi Duo Remix,ALBUM REMIX VIRAL 2022,Dowii Tewell,2022-07-17,469686,16,0.689,0.00345,0.915,0.725,0.102,-7.464,0.0405,106.522,4
333,4y6ERdq8NRL8ADymiYHFeH,DJ USAI TIARA ANDINI,DJ USAI TIARA ANDINI,DJ NWP,2023-04-21,315193,17,0.767,0.185,0.936,0.132,0.0546,-5.061,0.034,134.959,4
334,0lQpwicmTOm2FwyBtU8re3,Tiara,Tiara,Delisa Herlina,2023-03-21,274375,8,0.627,0.92,0.155,6.32e-05,0.0971,-12.567,0.0341,111.806,4
335,2sR4APGXRA2y0hqFGnFidN,Damaikan Dunia,Damaikan Dunia,Various Artists,2020-07-10,207000,55,0.74,0.543,0.6,7.74e-05,0.124,-5.523,0.0383,116.015,4
336,6QoAbC7Goquys7vP8yqQoa,I Need,FWMM,Tiara Thomas,2018-03-19,193946,27,0.7,0.419,0.227,0.000112,0.0562,-14.586,0.139,119.927,4
337,31X7jl0UArI4JkVBfocvD5,Bahaya,Galau Banget,Various Artists,2021-05-29,260000,14,0.635,0.861,0.388,0.000327,0.111,-8.647,0.0285,126.062,4
338,39ASJfWlekbALUpFO2G55v,Tiara,Tiara,Ipank Yuniar,2023-03-21,311082,2,0.618,0.951,0.38,2.51e-06,0.108,-5.464,0.0256,97.962,4
339,3aP3UBGN4d7wLAin3PDQnO,Janji Setia,Pop Blockbusters 12,Various Artists,2023-03-06,261000,11,0.474,0.706,0.411,5.85e-05,0.285,-7.946,0.0278,127.992,4
340,4Dh7PTPh9Lg4XZB6jd5U2H,Cintanya Aku,SERATUS PERSEN LOKAL,Various Artists,2021-07-16,234125,10,0.516,0.722,0.338,1.22e-05,0.105,-8.81,0.0294,118.422,4
341,2Wg6lBYCBbaqLWLfZGsKcA,Tiara,Sebuah Perasaan,Indra gunawan,2022-07-05,229029,6,0.607,0.951,0.121,7.18e-06,0.0914,-10.666,0.0351,117.104,4
342,71YMQroKnGmA1Ip8TBKDOQ,Gemintang Hatiku,Lagu Semangat,Various Artists,2021-05-07,235979,10,0.72,0.254,0.775,0.0,0.0535,-4.167,0.0361,120.028,4
343,4jqWellUispqjVYxKVT2Uv,Cintanya Aku,Indonesian Gem,Various Artists,2021-07-28,234125,10,0.516,0.722,0.338,1.22e-05,0.105,-8.81,0.0294,118.422,4
344,4gfo3vszzHPLXyH5g5moza,Empty Love,SHATTERED,Tiara Gordan,2023-01-25,150592,18,0.28,0.668,0.534,0.0,0.586,-7.169,0.0345,84.065,4
345,6iqf6V2ZbudFPFNXaZCWSW,Maafkan Aku #terlanjurmencinta,Galau Banget,Various Artists,2021-05-29,224000,9,0.486,0.727,0.425,0.0,0.222,-8.445,0.0371,137.309,4
346,0HFFUAHrMPLvrMZr55YM2I,Tiara Yeni Inka - Live,Tiara Yeni Inka (Rmp Channel) [Terbaru],Riza Productions,2022-07-13,323697,39,0.682,0.615,0.539,1.99e-05,0.192,-7.828,0.0294,117.989,4
347,2jlCjWkdzW6hbqnif08MiW,365,Gloomy Night,Various Artists,2021-07-08,199638,9,0.362,0.882,0.284,0.0,0.0961,-9.837,0.0327,79.109,4
348,5YsIEg3W2mI1u76RgxxxtR,Tiara,Iqa Nizam - Tiara,Iqa Nizam,2023-02-16,336000,7,0.628,0.0215,0.538,1.8e-05,0.0576,-6.555,0.0251,100.04,4
349,3BBrXCYxPdk7LwmPsJriAv,Menjadi Dia,Love is a place called home,Various Artists,2023-03-13,229500,7,0.472,0.611,0.283,1.34e-06,0.126,-11.348,0.0307,144.147,4
350,1mruWrUwAVe2XkksUQiaHK,Selamat (Selamat Tinggal),Selamat (Selamat Tinggal),Virgoun,2019-06-17,313670,82,0.361,0.523,0.581,5.42e-06,0.118,-8.502,0.0302,79.59,4
351,0Zf6XBkEVhs8TRaMaOpo8v,virgo,virgo,Jadu Jadu,2018-10-26,61022,60,0.712,0.274,0.442,0.0,0.0943,-9.097,0.679,143.451,4
352,22k5lgD5F7Pc7BodEMzDrY,Saat Kau Telah Mengerti,Saat Kau Telah Mengerti,Virgoun,2023-01-13,290751,80,0.378,0.802,0.306,0.0,0.0802,-10.445,0.0376,73.061,4
353,1jN7omTNonXiWogKpngUAj,Virgo World (feat. Lil Tecca),BIRTHDAY MIX 6,Lil Yachty,2021-08-23,134735,48,0.705,0.0791,0.589,0.0,0.104,-7.136,0.0527,129.918,4
354,5o6StwqqVfG3vRLx8UP310,Surat Cinta Untuk Starla,Surat Cinta Untuk Starla,Virgoun,2016-02-16,308036,73,0.671,0.665,0.417,0.0,0.349,-8.709,0.208,143.929,3
355,4lgEtC1W3xZSRFoJuPLmkk,Virgo,Virgo,Le Youth,2021-07-30,324000,43,0.593,0.279,0.871,0.894,0.131,-8.068,0.0386,121.994,4
356,0O2GtSCle8Eujbc1Voh2VY,Bukti,Bukti,Virgoun,2017-04-21,284973,72,0.461,0.635,0.437,2.01e-06,0.125,-7.88,0.0424,139.906,3
357,4LZ9il2FqLkBdeituQZQMH,Virgo,Virgo,Victor Internet,2018-03-11,150697,39,0.536,0.916,0.241,0.0,0.112,-11.0,0.039,128.993,3
358,0z7jhodL97W88al5OI1zh1,Orang Yang Sama,Orang Yang Sama,Virgoun,2021-04-15,268534,73,0.461,0.521,0.405,6.44e-06,0.0801,-7.967,0.0307,139.932,4
359,0ueBV4Ykg66tD4nNRWB59T,Recordare Virgo Mater,Gregorian Chant,Monks Of The Abbey Of Notre Dame,2001,66786,41,0.35,0.979,0.00889,0.00148,0.107,-30.756,0.0968,81.372,3
360,0vOWXVAYy7uN7UQlqaVFwL,Surat Cinta Untuk Starla,Surat Cinta Untuk Starla,Various Artists,2017-10-19,267911,62,0.608,0.709,0.46,0.0,0.341,-7.606,0.0364,143.922,3
361,57RPnIuMTteFVLc4oEjCXw,Virgo,Virgo,Thomas Hass,2022-04-29,358693,40,0.405,0.905,0.272,0.445,0.128,-13.746,0.0352,123.108,4
362,4lBPncN938dzMCaZDqJ27a,"Seluruh Nafas Ini (feat. Francis Karel, Yemima Grace) - New Version",Surat Cinta Untuk Starla,Various Artists,2017-10-19,276427,62,0.302,0.871,0.402,1.22e-06,0.156,-8.739,0.0336,129.96,4
363,4XHRGrcw2XFGeoT2GBj1aq,Virgo,Tales of Wakaan,Various Artists,2016-01-26,278739,22,0.459,0.00437,0.635,9.71e-06,0.197,-6.539,0.061,154.992,4
364,3aI6hYm8OVAE5zNFJXlNJ3,Titik Balik di Hidupku,Titik Balik di Hidupku,Virgoun,2019-11-27,287287,61,0.266,0.298,0.469,0.0,0.0761,-7.155,0.0355,74.36,4
365,6IjgmwzrPGUillfVdkJS1V,Virgo Dei Genitrix,Ave Maria Gregorian Chants,"Lucien Deiss, CSSp",1995,87960,34,0.183,0.988,0.0235,0.433,0.1,-28.018,0.0388,78.193,1
366,6bbPyOykzlKf0Y784qKdQh,Maha Pemilik Hati,Maha Pemilik Hati,Virgoun,2018-05-02,259325,61,0.461,0.0914,0.711,0.000685,0.269,-7.165,0.0319,139.985,4
367,6Tafa6kJOCuISxCeaz3yBA,"Virgo (feat. Brandee Younger, Julius Rodriguez)",The 5th Dimension (feat. The HawtPlates),Meshell Ndegeocello,2023-05-05,518557,37,0.433,0.128,0.529,0.424,0.0702,-12.557,0.057,102.985,4
368,7wyOQn2IaYT0nlb1VI9lvu,Surat Cinta Untuk Starla - New Version,Surat Cinta Untuk Starla,Various Artists,2017-10-19,272091,48,0.556,0.549,0.466,0.0,0.353,-7.693,0.0362,143.861,3
369,4LQrkp2UNTRKPbYs5UX4gR,Virgo Szn (Virgo Szn),Virgo Szn,Eclipse Darkness,2021-09-10,137410,24,0.742,0.254,0.538,0.0,0.113,-8.855,0.128,126.108,4
370,7tWLlTfLl6Lcy2OweV4GSs,Saat Hatiku Bertanya,Saat Hatiku Bertanya,Virgoun,2019-04-01,217763,59,0.61,0.248,0.718,0.0,0.137,-6.277,0.034,87.508,4
371,1667GvkLGJ9s8IJeRR7kGF,Seduction,Deviances,Virgin in Veil,2016-10-27,119543,31,0.286,1.41e-06,0.653,0.881,0.0658,-4.584,0.0322,102.438,3
372,4Qtmh60XL8XMoixwCfIUnx,Roman Picisan,Roman Picisan,Virgoun,2021-02-15,235000,59,0.529,0.87,0.258,0.0,0.0752,-10.931,0.042,158.998,3
373,40qgCeNAgXPJMawkAEfMwZ,Recordare virgo mater,Gregorian Chant,Traditional,2015-11-20,85690,29,0.285,0.944,0.101,0.932,0.11,-23.604,0.0447,97.008,3
374,6T3U2VvARMXILkyjbfG7dy,Move On,Move On,Virgoun,2019-05-02,249162,58,0.645,0.756,0.36,0.0,0.255,-9.286,0.03,97.928,4
375,48mfwjuHKOvsiqPpibXxW1,Franchino Gaffurio: Virgo Dei,La musica a Milano al tempo di Leonardo da Vinci: La figurazione delle cose invisibili (1452 - 1519),Massimo Lonardi,2007-08-02,157546,33,0.403,0.993,0.0382,0.891,0.128,-26.76,0.0516,58.382,4
376,0JPjKzWp6zJnGCdOdZiRwH,Titik Balik di Hidupku,Dua Warna Cinta,Budi Doremi,2022-04-08,287287,56,0.534,0.298,0.469,0.0,0.0761,-7.149,0.0289,120.084,3
377,7d8fTeZC8WvS83R5IfXwVW,"Virgo Dei Genitrix, Hymne, Mode II",Salve Regina de Silos,Coro De La Abadía Benedictina De Santo Domingo De Silos,2011-10-31,92666,23,0.241,0.987,0.224,0.661,0.0996,-19.274,0.0387,83.096,3
378,53iizXzEufj93kQadThYAN,Orang Yang Sama,Dua Warna Cinta,Budi Doremi,2022-04-08,268534,53,0.451,0.519,0.41,6.68e-06,0.0794,-7.971,0.0312,139.896,4
379,0YXLUmIvmX2KhOLSwOv4j1,Virgo clemens,Cantus Mariales: Sacred Chants to the Virgin Mary from the Middle Ages,"The Benedictine Abbey of Saint Benôit-Du-Lac, Dom André Saint-Cyr",1995,77666,31,0.12,0.981,0.0268,0.0523,0.13,-26.921,0.0488,82.383,3
380,2t15oG64hBmlx9Y87x2Jg0,Selamat (Selamat Tinggal),Dua Warna Cinta,Budi Doremi,2022-04-08,313670,53,0.469,0.521,0.581,5.42e-06,0.118,-8.502,0.0293,80.023,4
381,5bhtwxUKm322Yz7hN0lcqZ,Sexii (Virgo Szn),Virgo Szn,Eclipse Darkness,2021-09-10,196363,23,0.513,0.0533,0.595,0.0,0.149,-10.943,0.704,156.726,4
382,2BPNE8sQqTNhORgM1lf6Vv,Saat Hatiku Bertanya,Dua Warna Cinta,Budi Doremi,2022-04-08,217763,51,0.614,0.254,0.718,0.0,0.137,-6.277,0.0333,87.528,4
383,5d5LKtoHZn7OX1Qy0FcSrt,Virgo Indigo,Virgo Indigo,Fog Lake,2014-02-04,148523,29,0.285,0.894,0.33,0.838,0.113,-12.029,0.0355,107.305,4
384,15w7sDPrdDhWI0L0jSQqMW,Move On,Dua Warna Cinta,Budi Doremi,2022-04-08,249162,51,0.651,0.756,0.36,0.0,0.255,-9.286,0.03,97.919,4
385,5KPWeTdvGqBovELJCzOCCa,Virgo - Virgo Szn,Virgo Szn,Eclipse Darkness,2021-09-10,137410,14,0.742,0.254,0.538,0.0,0.113,-8.855,0.128,126.108,4
386,0SziK6rPlOxDJ3csfpVrCO,Surat Cinta Untuk Starla (Puisi),Surat Cinta Untuk Starla,Various Artists,2017-10-19,39941,39,0.72,0.354,0.574,0.000988,0.277,-19.09,0.914,122.475,5
387,681GWQ5djLyeZUx8bPDs2C,O Virgo pulcherrima,Cantus Mariales: Sacred Chants to the Virgin Mary from the Middle Ages,"The Benedictine Abbey of Saint Benôit-Du-Lac, Dom André Saint-Cyr",1995,78533,34,0.217,0.979,0.0264,0.00213,0.108,-27.809,0.0448,133.143,4
388,0Fl4eWzVaMUOdXcOrj6F1q,VIRGO'S GROOVE,RENAISSANCE,Beyoncé,2022-07-29,368758,74,0.683,0.0781,0.85,1.09e-06,0.741,-5.042,0.0699,107.988,4
389,0Wz1u2hM336U0Y0rYXP5EY,Lovestains,Deviances,Virgin in Veil,2016-10-27,135706,25,0.117,2.25e-06,0.916,0.823,0.0864,-4.677,0.0641,89.346,4
390,1HWbpfmzt1YplLceHgirCv,Virgen,La Historia... Los Éxitos,Adolescent's Orquesta,2008-06-25,273763,75,0.66,0.727,0.756,0.000323,0.115,-4.903,0.0443,90.839,4
391,5f5KbMbUYKMajAWtE3zzeI,Virgo - Mixed,Discoveries (Mixed By Le Youth),Le Youth,2021-07-30,310243,26,0.59,0.295,0.879,0.888,0.118,-7.998,0.0378,122.992,4
392,0sQkMsh3ojWIw7CIGsXArG,Virginia,Firewater,Whiskey Myers,2011-04-26,260506,64,0.523,0.187,0.476,0.00117,0.133,-6.47,0.0274,129.95,4
393,5ZtCRfSBH6L6ekP6zDLrhQ,Virgo,Love & Sorrow,RŮDE,2017-12-29,186468,27,0.725,0.0119,0.455,0.448,0.0734,-8.968,0.0428,103.008,4
394,435XaJ1Mqo5Pd7AwRE7nrF,Virginia May,This Empty Northern Hemisphere,Gregory Alan Isakov,2009-01-01,178346,60,0.542,0.826,0.318,4.07e-05,0.106,-12.797,0.0369,88.881,4
395,1qgputuStgCS7yW9PYoVJG,Apple Pie,So So Def Bass All-Stars Vol. II,Various Artists,1997-06-10,347960,23,0.739,0.0488,0.559,1.32e-05,0.0672,-10.194,0.0412,132.452,4
396,03gx5xXMcfEK7ZnOHsjvJL,Virginia (Wind In The Night),Virginia (Wind In The Night),The Head And The Heart,2022-02-11,205293,55,0.265,0.00699,0.79,0.0,0.0523,-3.702,0.0366,136.075,4
397,5mgSfR1VlrSPCOyuTAGaRe,Pull up on Me (Virgo Szn),Virgo Szn,Eclipse Darkness,2021-09-10,164159,24,0.69,0.105,0.527,0.0,0.162,-9.344,0.519,81.32,4
398,3bvurQs222BmY5sMtwFx1c,Nice and Slow (Virgo Szn),Virgo Szn,Eclipse Darkness,2021-09-10,158215,24,0.809,0.0878,0.348,0.0,0.108,-10.871,0.173,120.061,4
399,4JCLmylwUn9KYBXp4boWSK,Virgins Club,Virgins Club,MC Virgins,2020-09-25,110687,53,0.877,0.43,0.315,0.0,0.257,-15.354,0.466,95.493,4
400,3N2WeXxSjngB1DSi8vrI8C,Muak,Muak,Aruma,2022-09-30,264939,83,0.265,0.774,0.32,0.000146,0.312,-10.791,0.0316,82.973,4
401,2RFCUU38LLRY9kwAZt7eZE,Aruma,Aruma EP,Daniel Rateuke,2020-02-14,363981,2,0.787,0.00153,0.671,0.83,0.135,-10.585,0.0567,121.015,4
402,5eNyX8V5dmxVNQBaXT5RsZ,Aruarian Dance,Aruarian Dance,H1gh,2023-04-14,274572,74,0.67,0.945,0.2,0.942,0.109,-23.156,0.0316,90.54,4
403,7wpGPmXa66o4SNdPZKOr59,Aruma,Lo Mejor,Luz del Ande,1996-05-08,229626,2,0.417,0.807,0.161,0.858,0.0685,-16.32,0.057,204.135,3
404,76iLrxwkfFZfxG4vrCYNAs,Aruarian Dance,Aruarian Dance,Ginchy,2020-09-04,169991,67,0.662,0.894,0.659,0.958,0.266,-10.332,0.0258,98.952,4
405,76Saf7QS6roo9RaaOAIQl8,Aruma,Mandala,Blanchette Paquette,2023-03-25,36497,13,0.765,0.00703,0.139,0.699,0.121,-22.642,0.0777,140.123,4
406,1eXjYLn5POhiBLZuxFbZA6,Arumanakku Mk Iii,ARUMANAKKU MK III,SMKY LPRD,2021-12-31,318466,24,0.565,0.0849,0.738,0.82,0.113,-11.389,0.0486,175.05,4
407,29s9Vy6B3qBN1WAeCzacvt,Aruma,Funi,Mosivito,2019-12-13,190129,0,0.334,0.588,0.755,0.951,0.793,-7.867,0.607,81.67,4
408,5fLJgzadGYdMvaRZ0rx1qf,Arumanakku Mk Ii,ARUMANAKKU MK II,SMKY LPRD,2021-09-06,306187,25,0.584,0.0449,0.655,0.908,0.76,-8.018,0.0346,92.488,4
409,0jRDQgRSIGw5JGTczoDRY6,Aruma,Aruma EP,Daniel Rateuke,2020-02-14,363981,0,0.787,0.00151,0.673,0.815,0.133,-10.586,0.0565,121.002,4
410,0s0QczlI3EDM7nrHFSQECl,Arumanakku,SUPIDOHANTA,SMKY LPRD,2021-07-25,215543,21,0.56,0.02,0.72,0.767,0.101,-8.867,0.0696,92.502,4
411,0Sxq05leQaZXCktX05Kr7b,紅い呪い,紅い呪い,吐息,2021-12-01,173205,33,0.74,0.469,0.479,0.00837,0.109,-7.323,0.205,79.83,4
412,1dhNZf5E0qpgTEJ81HxzS6,juice box,juice box,MAISONdes,2022-08-31,238038,38,0.723,0.25,0.871,0.0,0.0376,-2.845,0.0452,110.962,4
413,6D5QdZTRbRZkRNBel6qInb,Muak - Sped Up,Muak - Sped Up,Aruma,2022-12-30,212000,60,0.538,0.726,0.313,0.000592,0.128,-9.313,0.0278,103.61,4
414,5DPAE2KScmJjTDFDku5jhl,Årumænemere,Rake rør og tøffe tak,Jaa9 & Onklp,2022-11-18,173647,21,0.681,0.0676,0.46,0.0,0.142,-5.74,0.335,170.065,4
415,127yb3oAuaGBgH8hoSV4Da,Diana (feat. Kodak Black),THE LIZ 2,Armani Caesar,2022-10-21,191290,51,0.684,0.407,0.515,0.00443,0.115,-9.041,0.0609,93.024,4
416,7keY5c5KFo2YTRpha4Ii2c,Arumasiya,Arumasiya,Ranga Weerasekara,2021-07-16,235000,17,0.607,0.851,0.58,0.0827,0.153,-8.459,0.0357,153.902,4
