,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
691,4aowcvs72ALT7HdrNn2AGR,Spb21,Nadin Beats,Nadin,2021-01-25,198059,11,0.633,0.00131,0.69,0.799,0.0831,-8.357,0.0416,143.035,4
692,3C0v9XETdpB6RG6tTYIlQM,Move On,Nadin Beats,Nadin,2021-01-25,182265,11,0.486,0.000697,0.912,0.0802,0.107,-5.548,0.0379,157.999,4
693,3sA2UNBto2gzSt8FUoOSlA,No Problem,Nadin Beats,Nadin,2021-01-25,174539,11,0.445,0.00311,0.818,0.889,0.123,-5.246,0.037,175.979,4
694,2J4A3wrBCT5rTmR09jhnBr,Beautiful,Nadin Beats,Nadin,2021-01-25,190862,13,0.584,0.0165,0.759,0.319,0.152,-6.05,0.0833,170.98,4
695,4DLb01aEr6ALCGaIVnt0qR,Dzikrullah _ Nadia Nur Fatimah,Dzikrullah _ Nadia Nur Fatimah,Cev Amza Record,2023-04-01,318461,14,0.628,0.534,0.489,0.00174,0.152,-10.244,0.0295,77.984,4
696,24kzME94Aqw3A1eGVMwKd1,Hold On,Nadin Beats,Nadin,2021-01-25,193372,11,0.658,0.0285,0.651,0.83,0.109,-7.061,0.0338,139.012,3
697,5dhqBpJZPL0qG2oloh4PSc,Game Ower,Nadin Beats,Nadin,2021-01-25,191985,11,0.665,0.0364,0.738,0.836,0.0837,-4.213,0.0366,140.009,4
698,58psmiGUcZYsFA59x0xeER,Getto,Nadin Beats,Nadin,2021-01-25,194585,11,0.729,0.00118,0.759,0.567,0.0924,-7.912,0.0338,148.011,4
699,7xRY0ohZNRyPKnydW5wUfC,Bad Boys,Nadin Beats,Nadin,2021-01-25,173567,11,0.554,0.0281,0.666,0.881,0.109,-8.516,0.0542,162.013,4
700,6raMBnVBIvvUngMLyDdzyP,Rumah Singgah,ASHER,Fabio Asher,2023-02-02,246730,81,0.46,0.719,0.228,0.0,0.107,-10.666,0.0312,78.115,4
701,042CKqu6so9aGW7MRiwX1O,Desidero,Desidero,Flavio Apicella,2023-05-05,162000,46,0.361,0.993,0.0599,0.951,0.099,-25.937,0.0307,104.62,4
702,62sancAaHEMwPxBuatzaay,Bertahan Terluka,ASHER,Fabio Asher,2023-02-02,240759,75,0.325,0.495,0.345,0.0,0.0726,-9.536,0.0311,77.835,4
703,0mIEvUbIXmgJkbqLW8Lfy6,Dirty Liar,Dirty Liar,Fabio Gómez,2023-05-05,230322,46,0.643,0.0357,0.862,0.0,0.0821,-5.262,0.0377,124.008,4
704,5eJhdDBCDl8Np5PqzIvKJU,Setia Menunggumu,ASHER,Fabio Asher,2023-02-02,248709,62,0.366,0.747,0.315,0.0,0.0972,-12.161,0.0354,122.197,4
705,6N9GDLobAFh4RpndxG5gcp,Yini - Serge Devant Remix,"Yini, the Remixes",Fabio Aurea,2019-03-15,471473,31,0.771,9.1e-05,0.858,0.815,0.0445,-6.091,0.0556,123.007,4
706,0MKvZPnXEp4ijffYDnvRYD,Hati Lain Di Hatimu,ASHER,Fabio Asher,2023-02-02,258351,57,0.367,0.566,0.35,0.0,0.136,-8.223,0.0316,124.302,4
707,2AffqXFKebpqc9CZ2Bmhh9,When You're Back - Radio Edit,When You're Back,Paso Doble,2022-03-04,204374,39,0.606,0.0882,0.949,0.541,0.108,-9.319,0.039,120.013,4
708,1FSEm5Uc8TqFy0UZkMuEMZ,Tanpa Rasa Bersalah,ASHER,Fabio Asher,2023-02-02,278000,57,0.597,0.736,0.317,0.0,0.16,-12.499,0.0314,120.101,4
709,7hxp7I0MBNqxZrD6Xcd2IR,Yini - Original Mix,Yini (Original Mix),Fabio Aurea,2018-10-12,469494,26,0.801,0.00985,0.847,0.816,0.108,-9.751,0.0559,123.016,3
710,2BkgunvsBEawEIVzE8vLV9,Akhir Yang Manis,ASHER,Fabio Asher,2023-02-02,215600,50,0.417,0.26,0.531,0.0,0.137,-6.972,0.0317,149.815,4
711,79KMm750gXCVN1DKkjCjey,Mystery's Apotheosis,Fear In the Town of the Living Dead,Fabio Frizzi,2011-06-17,240875,28,0.414,0.106,0.539,0.907,0.255,-8.953,0.0317,156.9,3
712,7ia14aK7p5jdJY3l37BYHx,Pelangi (Pelan Pelan Menghilang),ASHER,Fabio Asher,2023-02-02,200470,47,0.57,0.673,0.329,0.0,0.105,-10.053,0.025,169.976,4
713,4OojkTchE6c0mZoJOlPJvs,ICU,ICU,Fabio Ochoa,2022-10-26,200855,30,0.89,0.127,0.236,0.0,0.0762,-17.446,0.59,132.05,4
714,0kGV1ViDu7Ew5QbnHQSHTI,Hati Lain Di Hatimu,Hati Lain Di Hatimu,Fabio Asher,2022-08-07,258351,41,0.367,0.566,0.35,0.0,0.136,-8.223,0.0316,124.302,4
715,1l0UpKKk4JoNSgiAU3jXUU,Terminator,Fabio & Grooverider: 25 Years of Drum & Bass,Fabio & Grooverider,2016-04-27,254090,36,0.684,0.00209,0.607,0.733,0.0476,-11.546,0.129,165.018,4
716,2QWfEU1nEELZdHMYwXxQD0,Bertahan Terluka,Bertahan Terluka,Fabio Asher,2022-02-01,240759,44,0.325,0.495,0.345,0.0,0.0726,-9.536,0.0311,77.835,4
717,5cJBLutdQO3ikhfOItxPTc,Send in the Drums,Shaman Drums,James Asher,2013-09-16,356173,39,0.797,0.0315,0.603,0.0295,0.0831,-10.435,0.139,99.328,4
718,0CfTtYX3BrI0g3MJNVDekQ,Rumah Singgah,Rumah Singgah,Fabio Asher,2022-05-04,246730,45,0.46,0.719,0.228,0.0,0.107,-10.666,0.0312,78.115,4
719,7n5W1HSXDWKXxJtHwdwP7u,Dirty Liar (21st Century Mix),Dirty Liar,Fabio Gómez,2023-05-05,226451,28,0.625,0.0115,0.917,0.0338,0.574,-7.441,0.0458,123.975,4
720,62TkNsvy1wBkQzMPXQzp4o,Akhir Yang Manis,Akhir Yang Manis,Fabio Asher,2022-08-07,215600,39,0.417,0.26,0.531,0.0,0.137,-6.972,0.0317,149.815,4
721,3dMx0iYqdGMvdpGxLDGl3v,Slurpy,Slurpy,Fabio Ochoa,2022-07-11,201508,27,0.863,0.361,0.778,0.0,0.112,-4.333,0.195,123.967,4
722,7xKwipKOWVtPx2wQsauhpt,JOURNEY,JOURNEY,Rock Mafia,2022-04-16,177240,6,0.9,0.0245,0.679,6.13e-05,0.108,-9.38,0.119,152.054,4
723,1XhFJYoR0QlbDl6n6jvA9N,Fabio,Behold a Dark Horse,Roc Marciano,2018-10-04,284419,22,0.396,0.6,0.682,0.0,0.433,-5.719,0.328,75.758,4
724,0dXQ3P8ZaqdqZ4Vjk08ja5,"Rigoletto / Act III: ""Ah, più non ragiono!..."" - Live At Metropolitan Opera House, New York / 2011",Anna Netrebko - Live at the Metropolitan Opera,Anna Netrebko,2011-01-01,377253,4,0.316,0.948,0.347,7.67e-05,0.114,-15.321,0.294,84.993,4
725,6h5lnTQja76tPQOnveu6dX,One Man,One Man,Fabio Aurea,2023-01-20,442975,30,0.688,2.02e-05,0.879,0.658,0.0752,-6.995,0.0394,121.999,4
726,7tlA7sqJJkkz0WzWIIWBJL,"Rigoletto / Act III: ""Ah, più non ragiono!..."" - Live At Metropolitan Opera House, New York / 2011",Anna Netrebko - Live At The Metropolitan Opera,Anna Netrebko,2011-01-01,377253,0,0.316,0.948,0.347,7.57e-05,0.114,-15.322,0.293,84.993,4
727,0FrwTUDlPco8rq2Yt8i5Jl,Living Darkness,Fear In the Town of the Living Dead,Fabio Frizzi,2011-06-17,140512,23,0.205,0.734,0.138,0.177,0.101,-17.609,0.0299,73.43,1
728,5YoxwSGZJW1z1MWdxPmZUD,Mystery's Apotheosis - Alternative Version,Fear In the Town of the Living Dead,Fabio Frizzi,2011-06-17,74240,21,0.142,0.995,0.392,0.904,0.186,-8.253,0.0321,146.114,4
729,7mRPBYEB6CCOtzrx9xeMbD,NO HEART BEAT,NO HEART BEAT,Fabio Ochoa,2022-11-04,196231,27,0.781,0.249,0.527,0.0,0.173,-7.696,0.432,119.781,4
730,4mECngMuozxIAHsFI4toSe,Fabio & Liberace,Aint Love Strange,Paul Thorn,2001,209666,12,0.922,0.076,0.39,1.87e-06,0.0938,-9.194,0.115,106.714,4
731,7McgZP7OuPmNaSXkuRnNbe,Fear and Liberation,Fear In the Town of the Living Dead,Fabio Frizzi,2011-06-17,161436,20,0.509,0.919,0.54,0.954,0.0852,-7.68,0.0314,98.955,3
732,1D1gtCZNmJK2qVjKLDNzML,About to Make Mayo,Emotionally Unplugged,Fabio & Moon,2016-06-23,432700,35,0.839,0.00173,0.86,0.178,0.14,-6.167,0.189,138.007,4
733,1N6cDlMNGZqnovWIm3FH06,Da luntano,Da luntano,Fabio Amazzini,2023-05-19,269385,8,0.486,0.504,0.522,0.0,0.0852,-8.159,0.0309,83.037,4
734,7H3r1ZdaEVy7lTfLgPZUs0,Lights in the dark,Lights in the dark,Fabio D'amato,2022-01-28,96808,22,0.17,0.926,0.051,0.971,0.0916,-18.628,0.041,199.908,4
735,5qrQpYPiYzNr9Ee4m4TlI8,Ashes Of The Heart - Edit Cut,Low-Spirited Diamonds,Fabio Martoglio,2022-11-22,64000,9,0.536,0.516,0.308,0.939,0.129,-19.397,0.0319,88.013,4
736,75A0w7SPpfSDUWl62cuJ9E,Unexplainable - Fabio Aurea Remix,"Softly, the Remixes",Nohan,2020-05-08,418029,16,0.744,0.000741,0.912,0.805,0.038,-5.913,0.0345,120.005,4
737,5exZ2kf0U4xMJB3RzzFB6X,Yini - Frederick Stone Remix,"Yini, the Remixes",Fabio Aurea,2019-03-15,448723,13,0.775,0.0226,0.802,0.869,0.0908,-8.995,0.0422,123.019,4
738,3fVFg4PHWY7bFBl321nAFp,Quando Ela Passar,Um Grande Amor,Fabio Wagner,2022-06-15,184575,10,0.599,0.0158,0.631,0.0496,0.354,-8.77,0.0434,97.988,4
739,4N3THrtGVZAFVyQOxvyWQk,Ahayah Asher Ahayah,Ahayah Asher Ahayah,AVS,2023-01-06,141786,8,0.786,0.446,0.628,3.03e-06,0.294,-8.784,0.169,154.921,4
740,73OuVZ1PEregtyijMXcj7r,Beauty,The Island,Fabio Rsa,2023-01-13,120000,4,0.559,0.816,0.373,0.892,0.103,-16.547,0.0854,161.957,4
741,091ozcFlM2nPFGwoxhdjLY,Darkside,Darkside,Fabio Fusco,2020-09-11,417464,37,0.627,0.00877,0.732,0.00979,0.147,-8.131,0.134,140.028,4
742,70sT9DHCy6h7NXMlSNLRih,Janelas Abertas do Coração,Confidente,Fabio Soares,2022-11-25,324000,3,0.665,0.88,0.185,0.0,0.106,-12.572,0.0309,101.886,3
743,3nK4fnpRwU5gAcIrjOnwUf,Wheels of Motion,Be Who You Are,Fabio Fusco,2015-04-28,460729,40,0.845,0.0218,0.593,0.131,0.105,-6.861,0.0466,138.016,4
744,6Ft7R4MYJ1Sa05TobYVX6i,Meu Primeiro Amor,Confidente,Fabio Soares,2022-11-25,262500,7,0.562,0.816,0.201,2.71e-06,0.107,-13.243,0.0351,127.114,3
745,1u1FH4r9TgEkao4V76gWSa,My Immense Sea - Edit Cut,Lulaby,Fabio Martoglio,2022-11-22,64000,9,0.667,0.337,0.275,0.899,0.0935,-21.068,0.0409,99.986,4
746,2qqFli1eQ5HgG8B80ZNJFv,Freedom,Ordinary Love,Fabio Rsa,2023-02-17,176700,4,0.621,0.285,0.486,0.718,0.11,-8.985,0.0676,71.171,3
747,7bjCni30gyQs7q0Q2COghI,Caso à Parte,Relatos de um Artista em Crise,Fabio Wagner,2023-01-10,145755,9,0.621,0.00589,0.494,0.0,0.449,-11.351,0.0572,97.549,4
748,2XxD1bFYvXGW11taGUEhPL,The Angels - Edit Cut,Lulaby,Fabio Martoglio,2022-11-22,64000,9,0.351,0.529,0.267,0.784,0.166,-18.052,0.0279,140.097,4
749,48lkWe0WvXJAoGI4q9y5hR,Yemanjá,Contemplação,Fabio Wagner,2022-09-15,155454,11,0.633,0.0574,0.438,0.0016,0.151,-13.02,0.136,176.251,4
750,1VMtsqCaMNErFRmmvt4exv,Seandainya,Storytelling,Vierra,2022-02-07,263466,77,0.252,0.0836,0.827,0.000287,0.219,-4.971,0.0321,93.968,3
751,3Wdsb66QnhOrp9h17hj5ut,Vierra,Songs & Chants of Arsenal FC Recorded Live In The North Bank,Arsenal FC,2011-04-18,147106,3,0.617,0.00219,0.623,0.786,0.423,-16.258,0.0427,124.951,4
752,4zDsTPzY7Nm7rYKvszjKYL,Seandainya,My First Love,Vierra,2005-07-15,263466,71,0.252,0.0858,0.827,0.000262,0.219,-4.971,0.0322,93.979,3
753,7F2ijw5T6imuq38wjLOuec,Perih,Storytelling,Vierra,2022-02-07,200226,67,0.367,0.218,0.701,0.00152,0.306,-6.506,0.0305,123.346,4
754,3ubllsz0XnpKhzi6UacgHE,Terlalu Lama,Storytelling,Vierra,2022-02-07,247946,67,0.532,0.336,0.57,0.0107,0.115,-6.677,0.028,150.062,4
755,121Qef9f4Fa2AKfsBLQWpW,Viera,Viera,Stevie Melani,2020-11-06,150909,45,0.716,0.0113,0.808,0.294,0.244,-6.786,0.0658,140.026,4
756,5Z2MknMtX88z9dFlbiI1hA,Jadi Yang Kuinginkan,Storytelling,Vierra,2022-02-07,188040,66,0.525,0.189,0.869,0.000337,0.0943,-5.085,0.0365,141.836,4
757,3pkXi9VFZ53473c77cAMs4,Kesepian,Storytelling,Vierra,2022-02-07,249946,59,0.601,0.717,0.386,0.00487,0.109,-9.046,0.0252,147.928,4
758,3LmIuk8h3S0DSZ9gtnVuaP,Rasa Ini,Storytelling,Vierra,2022-02-07,240266,65,0.58,0.852,0.49,2.85e-05,0.402,-6.267,0.0286,124.986,4
759,2LWxu59zL9haEPfOH6aAqI,Rasa Ini,My First Love,Vierra,2005-07-15,240266,57,0.578,0.852,0.49,2.85e-05,0.401,-6.266,0.0285,125.019,4
760,1eYVrY8vunhx32TLrrGTNa,Kesepian,"Love, Love & Love",Vierra,2011-02-11,249946,51,0.604,0.717,0.386,0.00487,0.109,-9.046,0.025,147.909,4
761,22As2OahGajcam6w3TR3dQ,VIRAHA,VIRAHA,Abielito,2023-03-25,218200,28,0.823,0.0373,0.159,0.912,0.108,-13.277,0.119,176.043,3
762,6NHQ1zxwtDAX75BO2IoRT2,Bersamamu,My First Love,Vierra,2005-07-15,252306,51,0.442,0.958,0.242,0.0,0.0979,-9.474,0.0312,140.538,4
763,7vl2YjHnDNGzTnyZdTf4p9,Perih,My First Love,Vierra,2005-07-15,200226,57,0.365,0.215,0.702,0.00162,0.306,-6.506,0.0307,123.364,4
764,6dNoF1OWXuoUrtO0WXCZMM,Terlalu Lama,"Love, Love & Love",Vierra,2011-02-11,247946,49,0.533,0.328,0.57,0.00942,0.115,-6.677,0.0279,150.104,4
765,0lx0NFxS6g9UKNJQwr4EDW,Vieran Que Agusto,No Lo Intenten En Casa,Grupo Codiciado,2019-04-10,177225,52,0.502,0.811,0.616,1.25e-06,0.116,-8.992,0.0579,116.428,3
766,6qUHe6vez9tGldWA18zAMW,Semua Tentangmu,Storytelling,Vierra,2022-02-07,227493,46,0.534,0.914,0.47,0.000141,0.267,-9.546,0.0254,154.942,3
767,6Mer5b4DMQzkQKN4CoTYpx,Jadi Yang Kuinginkan,My First Love,Vierra,2005-07-15,188040,55,0.525,0.191,0.869,0.000344,0.0943,-5.085,0.0364,141.837,4
768,7HheIiGnFvbGZV7vaxuhAs,Bintang,Another Story Vol. 2,Vierra,2022-02-21,168805,45,0.616,0.137,0.756,0.000301,0.192,-6.711,0.0279,139.98,4
769,2cPzVoVTRvvKkmyjb5JjhW,Hidup Matiku,Another Story Vol. 1,Vierra,2022-02-17,165466,42,0.584,0.739,0.459,9.31e-05,0.133,-7.725,0.0263,149.973,4
770,0L8D45tmm53UuQKwduavOQ,Terbang,Another Story Vol. 2,Vierra,2022-02-21,227013,35,0.546,0.0698,0.733,0.0,0.454,-4.773,0.0323,82.959,4
771,55soKhJKi2kx8nZ8FYVwlA,Dengarkan Curhatku,Storytelling,Vierra,2022-02-07,151040,50,0.417,0.373,0.849,0.000132,0.104,-5.133,0.03,179.826,4
772,2xkPKXubjwz6q3zNXkFeta,VOID!,VOID!,VRITRA,2022-01-18,1138312,37,0.402,0.312,0.639,0.0123,0.31,-7.974,0.0601,108.154,4
773,3ZR40Vfnxakf1efV85yfXn,Takut,"Love, Love & Love",Vierra,2011-02-11,201280,50,0.623,0.975,0.183,0.000131,0.128,-12.603,0.0268,77.971,4
774,1p1UFC60EzsjrQuv6E8FKR,Seandainya,Another Story Vol. 2,Vierra,2022-02-21,262408,31,0.252,0.0949,0.826,0.000221,0.226,-5.271,0.0342,93.99,3
775,7biVHRnVBU5aVN2P3LwG9i,Disisimu,Another Story Vol. 2,Vierra,2022-02-21,164764,42,0.543,0.69,0.689,0.405,0.196,-8.747,0.0253,162.097,4
776,5rsd4O4o9TkMRB4s6h75Bb,Bersamamu,Storytelling,Vierra,2022-02-07,252306,51,0.441,0.958,0.242,0.0,0.0979,-9.474,0.0312,140.546,4
777,57pcykuuY9TIhXPu02oh3R,Tears,Another Story Vol. 2,Vierra,2022-02-21,171177,44,0.492,0.165,0.79,6.49e-06,0.187,-5.921,0.0351,139.815,4
778,4bLFPqqHUFb7NLWzi81Wyz,Kepergianmu,Another Story Vol. 1,Vierra,2022-02-17,165976,48,0.619,0.767,0.491,0.0,0.0983,-8.797,0.0319,119.928,4
779,4HqenKz3XfhxmSxIlahz7M,Cantik,Another Story Vol. 1,Vierra,2022-02-17,178271,42,0.628,0.137,0.682,0.000192,0.125,-7.016,0.0271,97.97,4
780,6huXdk5sneSXgcIWbX5D1i,Pertanda Cinta,Another Story Vol. 2,Vierra,2022-02-21,172913,41,0.71,0.499,0.577,0.000799,0.473,-7.421,0.0361,115.999,4
781,1U6SW639koYskErj9AEcN4,Takut,Storytelling,Vierra,2022-02-07,201280,47,0.621,0.975,0.183,0.000131,0.128,-12.603,0.0268,77.977,4
782,4xd0cEAtLCd7tbOHSBkF7d,Kepergianmu,"Love, Love & Love",Vierra,2011-02-11,166626,31,0.622,0.838,0.48,0.0,0.0903,-9.213,0.0315,119.944,4
783,4FOEXhal0ZqUcXdKo0WmfB,Cinta Butuh Waktu,Evolve,Vierratale,2020-07-05,196257,51,0.573,0.46,0.404,0.000207,0.304,-7.292,0.0259,81.961,4
784,3V3s40VZj5r88LhPtkkbEG,Vierre Cloud Rap Moment,Vierre Cloud Rap Moment,Justin J,2023-03-24,105217,5,0.635,0.163,0.576,1.2e-05,0.197,-10.128,0.106,147.228,4
785,73uafeT1lBU82gVz6hH6eJ,Dengarkan Curhatku,My First Love,Vierra,2005-07-15,151040,45,0.418,0.373,0.851,0.000127,0.104,-5.133,0.03,179.834,4
786,66vJVr3gkK46lKuWxSOyY0,Terlalu Lama,Another Story Vol. 2,Vierra,2022-02-21,247302,30,0.536,0.318,0.556,0.0149,0.115,-6.871,0.0278,150.007,4
787,5ywvmXruSqw243kJPoCUrt,Keke Bukan Boneka,Keke Bukan Boneka,Vierratale,2020-06-13,175720,17,0.665,0.976,0.173,0.000274,0.177,-16.08,0.0365,119.973,4
788,2i0SfKksuxxJkDehpyzxuu,"Vicera, las Zapas","Vicera, las Zapas",Callejero Fino,2022-08-10,136808,51,0.874,0.0434,0.461,0.0,0.16,-6.229,0.0918,93.996,4
789,4U45aEWtQhrm8A5mxPaFZ7,Vienna,The Stranger (Legacy Edition),Billy Joel,1977,214240,80,0.532,0.659,0.495,0.0,0.0754,-6.662,0.0343,124.936,4
790,0taAbBPbK6vjm4iS6TPYS7,Hidup Matiku,"Love, Love & Love",Vierra,2011-02-11,166400,26,0.603,0.801,0.392,0.0146,0.159,-10.024,0.0257,150.002,4
791,7bOZx34FeNd0kpl4mKVGhG,Terbang,My First Love,Vierra,2005-07-15,228226,43,0.483,0.0775,0.738,0.0,0.204,-4.248,0.0313,82.852,4
792,1LOCUO7PZgwjeQWE2KfqFT,Víbora,Víbora,XCLUZZ1VO!,2022-11-01,161175,21,0.705,0.603,0.674,0.0,0.214,-5.526,0.276,140.147,4
793,6ixlVCfhflcTyo7Tw8EVzc,Semua Tentangmu,"Love, Love & Love",Vierra,2011-02-11,227493,43,0.534,0.914,0.47,0.000141,0.267,-9.546,0.0254,154.949,3
794,2IJv5u8BWfThYalxtDtGET,Perih,Another Story Vol. 2,Vierra,2022-02-21,198606,29,0.588,0.237,0.692,0.00259,0.342,-6.717,0.0272,123.317,4
795,3Mm5NMq5LKgB8NBD1Mzp9s,Jadi yang kuinginkan,Another Story Vol. 2,Vierra,2022-02-21,187165,29,0.523,0.173,0.871,0.000746,0.282,-5.299,0.038,141.859,4
796,1nLAnVamwn1LqZSDYCsrqx,"Run Around (From ""Digimon: The Movie"")","Run Around (From ""Digimon: The Movie"")",Ray Casarez,2021-04-26,127235,35,0.35,1.85e-05,0.894,0.000315,0.292,-4.431,0.0463,170.115,4
797,2DwNSznW4I5SOcPdKEqENr,Viraha,Viraha,Aether,2016-11-28,255000,23,0.172,0.761,0.0942,0.798,0.11,-25.694,0.0393,137.779,3
798,1WvcAfkXptyI69yLoWHpXD,Farewell,Strawberries,Vietra,2020-01-15,110502,34,0.247,0.953,0.101,0.0603,0.0992,-18.668,0.0357,124.354,3
799,6OKzGkrLu9yFnA0lIr66Ec,Manusia,Another Story Vol. 1,Vierra,2022-02-17,176862,44,0.595,0.236,0.822,1.05e-05,0.109,-6.595,0.0418,98.018,4
800,4GfK1qOF3uBWidbPlTCQRL,Monokrom,Monokrom,Tulus,2016-08-03,214567,81,0.534,0.573,0.462,5.59e-06,0.0974,-9.383,0.0326,88.046,4
801,66H4X8TevDg9gr5SkYfV6u,Tulus,Langkah Baru,Radja,2005-09-16,263453,51,0.544,0.0151,0.909,0.0,0.0772,-6.28,0.0493,149.832,4
802,2hHeGD57S0BcopfVcmehdl,Hati-Hati di Jalan,Manusia,Tulus,2022-03-03,242000,81,0.643,0.702,0.436,0.0889,0.115,-11.322,0.0357,71.969,4
803,3IXfUTUTICN5nvlTtrbf4C,Tulus,Tulus,Adi Priyo,2023-03-29,257142,41,0.446,0.0289,0.485,0.0,0.115,-5.358,0.0276,139.857,4
804,32Pdf9eyXDEMoClEJW6yYP,Interaksi,Manusia,Tulus,2022-03-03,170000,78,0.464,0.778,0.344,1.23e-06,0.132,-8.302,0.033,177.713,4
805,06GEep3HdDtbMwSt0cOB8N,Tulus,Tulus,TiA,2008-07-07,258920,20,0.309,0.915,0.266,5.51e-06,0.0668,-8.526,0.0302,136.146,4
806,3CcTTxBzogeZIngyf8nyrh,Tulus Hati Luhur Budi,Album Duet Revina Alvira,Revina Alvira,2022-08-30,297430,29,0.657,0.31,0.755,4.86e-06,0.251,-3.129,0.0277,126.996,4
807,0UwmEaPSIznEJTbJmQJOpY,Tulus,Tulus,Ma'rifatuzzakiah,2022-11-13,124000,3,0.742,0.426,0.162,0.882,0.108,-15.5,0.0796,106.483,4
808,2FaquTc3FYvNm7RuO1gD6O,Langit Abu-Abu,Monokrom,Tulus,2016-08-03,202950,77,0.485,0.91,0.133,0.0,0.106,-10.7,0.058,100.593,3
809,3SP3LSLjjRkgKeMRToXl7a,Tulus,Keseimbangan,Ari Lasso,2003,303160,36,0.458,0.153,0.674,0.0,0.11,-5.213,0.031,157.892,3
810,0nXXgjpcisM0bheuDZHAub,Sewindu,Tulus,Tulus,2011-03-08,240493,72,0.619,0.841,0.494,3.9e-05,0.126,-9.626,0.0351,91.984,4
811,5BW4pOOCPmJGGUqm2Vlhrt,Tulus,Tulus,Dara Ayu,2020-09-02,307384,17,0.698,0.515,0.68,0.000104,0.253,-5.976,0.0269,129.988,4
812,2qgjqbi96IAOBzZFC6H57U,Diri,Manusia,Tulus,2022-03-03,240000,74,0.576,0.838,0.289,8.63e-05,0.085,-9.389,0.0261,96.103,4
813,3kwhKwc3OWVzmwAVo7lqdF,Tulus,Tulus,Zul F,2019-04-17,257688,3,0.461,0.604,0.576,0.0,0.131,-6.279,0.0308,136.001,3
814,73DWDOjVUyJ8sAiAcySvgS,Sepatu,Gajah,Tulus,2014-02-18,219284,71,0.598,0.694,0.45,0.000336,0.0985,-8.257,0.0298,114.993,4
815,71rrHAYzSJy9WVMa7AGUK5,Tulus,Tulus,Sandra Dianne,2020-01-17,222261,18,0.648,0.178,0.466,0.0,0.213,-6.184,0.0383,139.922,4
816,2x9UGhofPBZdeam4uZCUID,1000 Tahun Lamanya,Pongki Barata Meets The Stars,Various Artists,2014-09-20,232226,72,0.707,0.618,0.475,0.0003,0.137,-8.259,0.0454,85.993,4
817,0YYAsTUEfJJy4tD4DYvymA,Tulus,Pop Jawa,Sonny Josz,2005-01-01,267293,18,0.695,0.385,0.801,0.00488,0.086,-7.227,0.0334,147.94,4
818,0mOLyv1GL4sIuzVR1I92Fb,Adu Rayu,Adu Rayu,Yovie Widianto,2019-02-22,207700,69,0.542,0.61,0.368,0.0,0.108,-12.436,0.0461,100.134,4
819,4Ep4YAgflQg50aqIZetbaQ,Tulus,Tulus,Azmi Saat,2020-11-12,228695,9,0.471,0.133,0.497,0.0,0.111,-6.871,0.031,137.969,4
820,3B4VP6swG49n3scg2aMfA6,Pamit,Monokrom,Tulus,2016-08-03,232516,72,0.303,0.843,0.3,0.000296,0.0967,-10.157,0.0304,77.875,4
821,46qzAdz5KHyUz5o1aAwFG1,Tulus,Radja,Radja,2017-02-22,281873,16,0.516,0.0371,0.894,0.0,0.0713,-3.846,0.0597,146.906,4
822,51oQZ1A2BZe6b4klnpTFzK,Jangan Cintai Aku Apa Adanya,Gajah,Tulus,2014-02-18,221540,69,0.491,0.908,0.34,0.000272,0.115,-10.363,0.0296,83.993,4
823,0WikZKk6JpjSma2HEOWqmJ,Tulus,Rindu,Rina Megasari,1984-11-01,192324,4,0.671,0.674,0.396,1.39e-05,0.146,-9.229,0.0547,88.003,4
824,3kWcFZZNJ6odWryXep6OLY,Tulus,Indah,Terry,2014-10-21,231000,19,0.39,0.592,0.428,0.0,0.0915,-7.185,0.0298,137.002,4
825,1U1qumuS2O5Qttw8G7UXOZ,Teman Hidup,Tulus,Tulus,2011-03-08,222893,69,0.718,0.869,0.259,8.25e-06,0.0871,-12.968,0.0317,83.033,4
826,1F554XpqylgKg9Z4ryVKSP,Tulus,Tulus,Andri’s,2022-03-31,294054,6,0.461,0.0718,0.617,0.00484,0.278,-8.409,0.0311,153.84,4
827,5cLWKfNptdd782zKGil3XP,TULUS,TULUS,Bergek,2023-05-10,249642,21,0.78,0.245,0.652,0.0,0.275,-6.342,0.0252,112.034,4
828,60fds5DvGBNM1k4OB3QNYN,Tulus,Shila Amzah,Shila Amzah,2013-12-10,246106,5,0.512,0.392,0.451,0.0,0.084,-4.641,0.0278,134.184,4
829,0pDmW5AOpl1Wi58Ob0xXB8,Labirin,Labirin,Tulus,2018-08-24,182656,69,0.699,0.78,0.486,2.12e-05,0.105,-6.869,0.0369,96.062,4
830,4XkWu4NsbR8Y1eJbosRWOS,Tulus,Duet Sang Bintang,Various Artists,2005-01-01,265653,0,0.605,0.554,0.811,0.00013,0.113,-5.788,0.0287,153.247,4
831,2rGGLCSkv9ISfH64KSYFBj,Cahaya,Monokrom,Tulus,2016-08-03,195914,66,0.696,0.656,0.275,2.13e-06,0.105,-10.821,0.0287,93.951,4
832,6shPhkvUtW2BjlUoSJpTza,Tulus,Beta Rindu Mama,Various Artists,2011,297404,11,0.533,0.813,0.524,0.0268,0.15,-7.742,0.0301,132.254,4
833,6PqWdGIYq5xdLaa4zCZfRp,Jatuh Suka,Manusia,Tulus,2022-03-03,235000,66,0.39,0.668,0.44,0.000281,0.0982,-8.954,0.0355,89.213,4
